episode,timestep,reward
483,962000,-15.5467
484,963000,89.261
485,965000,-5.0186
486,968000,-2467.0213
487,970000,-2043.7808
488,971000,-49.9768
489,972000,-8.871
490,974000,-36.6102
491,975000,-24.1565
493,976000,72.2094
494,978000,-14.702
495,979000,16.2459
496,980000,-29.7038
497,981000,78.7126
498,983000,-9.8715
499,984000,-4.2166
500,985000,-3.3447
501,987000,33.6665
502,988000,-11.2037
503,989000,-18.7921
504,990000,-10.386
506,992000,33.0102
507,994000,-32.3053
508,995000,-41.8139
509,996000,-9.9027
510,997000,77.5815
511,998000,-76.2941
512,1000000,-9.6796
513,1001000,55.368
514,1002000,-4.732
515,1003000,-32.1867
516,1005000,-6.2127
517,1006000,-17.8084
518,1007000,2.3497
519,1008000,-36.1919
520,1009000,73.0611
521,1010000,-26.8015
522,1011000,8.3086
523,1012000,3.5176
524,1013000,-3.4764
526,1015000,56.7117
527,1017000,2.7205
528,1018000,-22.099
530,1019000,86.7946
531,1021000,50.1413
532,1022000,-149.4251
533,1025000,-1664.0257
535,1027000,-50.0047
536,1028000,-27.2317
538,1030000,63.0245
539,1031000,71.2914
540,1032000,-49.4787
541,1033000,72.2645
543,1034000,79.4913
545,1035000,85.6269
546,1038000,-343.1869
547,1039000,78.9796
548,1040000,-17.6364
549,1041000,21.7011
550,1042000,20.1513
551,1043000,72.4885
552,1044000,7.8441
553,1045000,48.292
554,1047000,-74.35
555,1048000,19.3424
556,1049000,-26.5057
557,1050000,-33.1919
558,1051000,89.6651
559,1052000,84.1893
560,1053000,-10.0101
561,1054000,0.0931
562,1056000,-0.5673
564,1057000,31.4907
565,1058000,84.6414
566,1059000,82.362
567,1060000,49.0899
569,1061000,36.0994
570,1062000,-1.4071
571,1063000,-13.8326
572,1064000,83.5371
574,1065000,37.688
575,1066000,81.5989
576,1067000,69.3625
577,1068000,-60.3315
579,1069000,32.1125
580,1071000,-52.0916
581,1072000,10.9292
582,1073000,65.1389
583,1074000,-13.9394
584,1075000,86.3847
586,1076000,51.3391
587,1077000,74.921
588,1078000,14.148
589,1079000,80.286
590,1080000,16.0036
592,1081000,9.0477
593,1083000,-21.2353
595,1084000,-5.6004
596,1085000,69.414
597,1086000,-14.4038
598,1087000,84.2273
599,1088000,-17.0433
600,1089000,-18.2869
601,1090000,-14.6734
602,1091000,56.1323
603,1092000,74.161
604,1093000,-25.2185
605,1094000,86.0588
606,1096000,-4.0943
608,1097000,81.0559
610,1098000,82.8516
611,1099000,17.2878
613,1100000,88.0094
615,1103000,-93.2213
616,1104000,79.7657
617,1105000,86.4385
618,1106000,-10.9489
620,1107000,47.5506
621,1108000,18.0455
622,1109000,72.9285
624,1110000,34.0008
625,1112000,-22.1865
626,1113000,-10.3513
628,1114000,6.496
629,1116000,33.345
630,1117000,-20.4947
631,1118000,-19.2299
632,1119000,-1.1119
633,1120000,80.079
634,1121000,-4.8866
635,1122000,16.6166
636,1123000,73.5103
637,1124000,5.4712
638,1125000,12.9132
639,1126000,33.3011
640,1127000,79.218
641,1128000,-32.8945
642,1129000,83.8424
643,1130000,-44.8853
644,1131000,-14.5484
645,1132000,-23.9622
647,1133000,47.5204
648,1134000,81.6061
649,1135000,76.0039
650,1136000,-22.4795
651,1137000,-40.3545
653,1138000,18.1192
654,1139000,12.51
655,1140000,-31.9481
656,1141000,-15.9616
657,1142000,81.1057
658,1144000,-51.0255
659,1145000,-27.0482
660,1146000,-17.5656
661,1147000,3.2504
663,1148000,45.195
665,1150000,44.6824
666,1151000,-7.4571
667,1152000,-8.9123
668,1153000,7.2964
669,1155000,19.8661
670,1156000,90.21
671,1157000,-46.3049
672,1158000,-55.4769
673,1159000,23.8912
674,1160000,80.9079
675,1161000,-14.1702
676,1162000,2.1141
677,1163000,-1.3012
678,1164000,-51.3207
680,1165000,8.5545
682,1167000,29.0151
683,1168000,84.9089
685,1169000,84.7531
687,1171000,25.0302
688,1172000,81.1243
689,1173000,-17.3184
690,1174000,-6.723
692,1175000,30.2452
693,1176000,18.1974
694,1178000,-2.0381
695,1179000,-47.9282
696,1180000,83.0501
697,1181000,21.738
698,1182000,-32.3858
699,1183000,-50.2824
700,1184000,-25.5151
702,1185000,75.0448
703,1187000,-37.1717
704,1188000,65.9615
705,1189000,-10.2321
706,1190000,-27.4935
707,1191000,-29.3711
708,1192000,-33.6606
709,1193000,7.0532
711,1194000,39.1608
712,1195000,70.6316
713,1196000,-42.0412
714,1197000,67.8014
715,1199000,-38.6947
716,1200000,69.0633
717,1201000,-24.17
718,1202000,-26.35
719,1203000,19.0943
720,1204000,20.9988
722,1205000,73.1777
723,1206000,-16.6963
724,1209000,-30.8512
725,1210000,-68.6355
727,1211000,30.5698
728,1212000,24.6337
729,1213000,-14.9678
730,1214000,67.2182
731,1215000,15.6922
732,1216000,-33.0042
733,1217000,13.2603
735,1218000,66.9907
736,1219000,71.0325
738,1220000,76.5837
739,1221000,25.6567
740,1222000,74.2547
742,1223000,45.3357
743,1224000,64.2983
744,1225000,-6.1115
745,1226000,0.195
746,1227000,-2.0589
747,1228000,54.6951
749,1229000,8.6175
750,1230000,17.21
751,1231000,-6.7011
752,1232000,-16.0415
753,1233000,71.6955
754,1234000,79.3124
756,1235000,51.6584
757,1236000,-14.7235
758,1237000,2.401
759,1238000,73.4136
760,1240000,-65.0144
761,1241000,-18.073
763,1242000,40.7345
764,1243000,74.8267
766,1244000,75.8451
767,1245000,77.1407
769,1247000,40.8857
770,1248000,22.0452
771,1249000,74.0351
772,1250000,8.8762
773,1251000,-34.3787
774,1252000,71.0492
776,1253000,0.9871
777,1254000,13.8195
778,1255000,71.2722
780,1256000,73.8065
781,1258000,-75.1493
782,1259000,73.9779
783,1260000,10.1441
784,1261000,67.0894
786,1262000,53.0277
787,1263000,75.0608
788,1264000,16.9737
790,1265000,33.3539
791,1266000,78.5213
792,1267000,71.1248
794,1268000,7.6812
795,1269000,70.8481
796,1271000,-7.4117
797,1272000,-10.9142
798,1274000,-0.9899
800,1275000,67.0587
801,1276000,7.5091
802,1277000,69.1117
803,1279000,-30.1532
805,1280000,69.8887
806,1281000,12.9258
807,1282000,19.9076
809,1283000,51.5785
810,1284000,76.8246
812,1285000,50.0552
813,1286000,17.6515
814,1287000,23.2046
815,1288000,71.21
817,1289000,45.3775
818,1290000,72.25
819,1291000,21.513
821,1292000,37.0216
822,1295000,-81.2878
824,1296000,31.9661
825,1297000,29.3514
826,1298000,76.842
828,1299000,40.3246
829,1300000,71.8765
831,1301000,43.342
832,1303000,-16.8985
834,1304000,32.0551
835,1305000,29.0658
836,1306000,71.9531
838,1307000,78.2467
839,1308000,38.0707
841,1309000,73.3004
842,1310000,77.9404
843,1311000,75.5504
845,1312000,11.1557
846,1313000,68.0588
847,1314000,25.6929
848,1315000,19.8574
850,1316000,70.3935
851,1317000,4.5874
852,1318000,30.0558
854,1319000,47.0666
855,1320000,74.4269
856,1321000,0.7845
858,1322000,79.2297
859,1323000,26.2856
860,1324000,74.9173
862,1325000,45.5323
863,1326000,73.3084
864,1327000,28.1263
866,1328000,50.7638
867,1329000,73.5471
868,1331000,-15.3969
869,1332000,-23.8707
870,1333000,24.442
872,1334000,23.7562
873,1335000,23.7993
874,1336000,-5.031
875,1337000,7.1296
876,1338000,71.0706
877,1340000,-48.6933
878,1341000,-2.231
879,1342000,17.4616
880,1343000,-20.6865
882,1344000,32.1083
883,1345000,9.8759
885,1346000,74.2979
886,1347000,28.9592
887,1348000,66.0443
888,1349000,71.2358
890,1350000,43.5145
891,1351000,17.1359
892,1352000,33.8385
893,1353000,2.6108
895,1354000,43.966
896,1355000,19.0167
897,1356000,71.1976
899,1357000,77.1186
900,1358000,80.4144
902,1359000,18.7818
903,1360000,26.1673
904,1361000,16.8288
905,1362000,8.8135
906,1363000,64.9388
907,1365000,-232.0281
908,1366000,-38.8024
909,1367000,14.0348
910,1368000,19.1385
911,1369000,0.5817
912,1370000,74.3973
913,1372000,-227.3763
914,1373000,55.3461
915,1375000,-247.7499
916,1376000,-10.7006
917,1377000,21.4394
918,1378000,24.7296
919,1379000,20.6239
920,1380000,28.1876
922,1381000,46.7359
923,1382000,41.8851
925,1383000,68.1786
926,1384000,72.3406
927,1385000,22.023
928,1386000,66.4008
929,1388000,-100.8014
930,1389000,54.6804
931,1391000,-148.161
932,1392000,-23.3771
933,1393000,67.5051
935,1394000,40.9921
936,1395000,18.4887
937,1396000,72.4064
938,1397000,20.4374
940,1398000,36.3585
941,1399000,12.1057
942,1400000,7.248
943,1401000,72.5924
945,1402000,47.0027
946,1403000,71.8334
947,1404000,23.8969
948,1405000,68.5876
949,1407000,-72.3188
950,1408000,-39.0791
951,1409000,64.1243
953,1410000,47.1794
954,1411000,74.5287
955,1412000,35.111
957,1413000,15.7621
958,1414000,66.6207
959,1415000,32.5623
961,1416000,71.8571
962,1417000,26.8264
963,1418000,18.3403
964,1419000,67.1645
965,1420000,9.3959
967,1421000,36.2822
968,1422000,14.808
969,1423000,65.6705
971,1424000,56.6494
972,1425000,21.165
973,1426000,71.4761
975,1427000,48.4031
976,1428000,69.9685
977,1429000,30.3196
979,1430000,72.0621
980,1431000,17.9011
981,1432000,22.4116
982,1433000,18.1292
983,1434000,28.9399
985,1435000,18.1196
986,1436000,28.1133
987,1437000,70.9081
988,1438000,37.2157
990,1439000,51.0641
991,1440000,74.6264
993,1441000,72.9117
994,1442000,69.1106
996,1443000,60.1927
997,1444000,74.4236
998,1445000,74.3422
1000,1446000,40.9397
1001,1447000,21.5418
1002,1448000,72.2915
1004,1449000,31.4101
1005,1450000,35.6416
1006,1451000,73.9543
1008,1452000,49.3179
1009,1453000,75.3132
1010,1454000,-5.5805
1011,1455000,49.2194
1013,1458000,-93.6685
1014,1460000,-2.996
1016,1461000,67.0022
1017,1462000,75.4315
1018,1464000,-5.8093
1019,1465000,-61.6279
1020,1466000,30.8798
1022,1467000,38.5056
1023,1468000,40.3425
1024,1469000,72.2544
1026,1470000,71.0656
1027,1471000,16.4253
1029,1472000,68.0812
1030,1473000,20.2511
1031,1474000,70.8839
1033,1475000,57.4012
1034,1476000,45.618
1035,1477000,68.3628
1036,1479000,-104.1781
1037,1480000,-14.2578
1038,1481000,66.7826
1040,1482000,48.5542
1041,1483000,75.6798
1042,1484000,35.5662
1044,1485000,53.0939
1045,1486000,77.3084
1046,1487000,72.8036
1048,1488000,45.0286
1049,1489000,13.1069
1050,1490000,11.6565
1051,1491000,9.7059
1053,1492000,47.013
1054,1493000,68.9368
1056,1494000,73.6006
1057,1495000,30.4029
1058,1496000,69.0819
1060,1497000,51.1563
1061,1498000,24.8427
1062,1499000,-0.6518
1064,1500000,69.9166
1065,1501000,25.2493
1066,1502000,18.7288
1067,1503000,21.8634
1069,1504000,41.9239
1070,1505000,20.1041
1071,1506000,66.5511
1072,1507000,17.2626
1074,1508000,48.4895
1075,1509000,72.4144
1076,1510000,74.0589
1078,1511000,45.536
1079,1512000,30.145
1080,1513000,72.2879
1082,1514000,45.129
1083,1515000,30.6769
1084,1516000,25.8718
1086,1517000,52.2735
1087,1518000,11.0978
1088,1519000,3.6568
1089,1520000,14.8783
1090,1521000,13.3121
1092,1522000,31.4378
1093,1523000,17.1409
1094,1524000,17.9255
1095,1525000,72.0732
1097,1526000,27.3557
1098,1527000,1.4626
1099,1528000,76.2199
1100,1530000,-233.2158
1101,1531000,57.1396
1102,1533000,-10.2582
1104,1534000,59.7416
1105,1535000,28.3682
