episode,timestep,reward
619,1069000,89.7024
621,1072000,-58.0901
622,1075000,-164.6496
623,1077000,-86.4131
624,1078000,67.9318
625,1079000,55.6879
626,1080000,76.2585
627,1081000,70.4048
629,1082000,79.1062
630,1084000,26.6446
631,1085000,63.9414
633,1087000,82.6592
635,1090000,-59.5942
636,1091000,94.5017
637,1093000,-116.8274
638,1095000,53.6641
640,1096000,96.39
641,1099000,-314.137
642,1101000,46.005
643,1103000,-21.8398
644,1104000,61.6358
645,1106000,54.2525
646,1107000,68.2033
648,1108000,95.8092
649,1109000,97.5449
650,1111000,-377.7204
651,1113000,-25.9146
653,1115000,69.1775
654,1118000,-103.2721
655,1120000,37.8563
657,1122000,73.8929
658,1123000,96.8053
659,1125000,-393.8573
660,1127000,29.1534
661,1129000,57.3386
662,1130000,95.3673
663,1132000,-224.0052
664,1134000,35.8583
665,1135000,93.3489
666,1137000,-67.9461
667,1139000,58.9734
668,1141000,42.951
670,1142000,96.0985
671,1145000,-344.946
672,1147000,-23.4021
674,1149000,74.9123
675,1152000,-324.3895
676,1154000,6.0668
677,1156000,61.3887
678,1157000,42.9221
679,1158000,54.1335
680,1159000,87.7069
682,1161000,61.3079
684,1162000,94.8641
685,1163000,82.6453
686,1166000,-415.3968
687,1167000,62.8471
688,1168000,95.4041
689,1170000,-111.8596
690,1172000,32.1828
691,1173000,55.5873
692,1175000,-35.1515
693,1178000,-86.6672
694,1179000,83.9995
696,1180000,70.8521
697,1182000,42.1463
698,1184000,59.5403
699,1185000,46.0795
701,1187000,78.1704
702,1188000,95.4503
703,1190000,-117.4288
704,1191000,82.9672
705,1193000,42.3229
706,1194000,63.8731
707,1195000,54.2846
708,1196000,63.6499
709,1197000,62.517
711,1199000,77.2708
712,1200000,96.134
713,1202000,-392.414
714,1203000,71.5357
716,1204000,94.8854
717,1207000,-176.6789
718,1209000,-5.9239
719,1211000,59.7335
720,1213000,-89.9234
722,1214000,93.6162
723,1217000,-147.6601
724,1218000,78.3634
725,1219000,57.2067
726,1220000,66.1821
727,1221000,94.8968
728,1223000,-70.6358
729,1224000,60.2595
730,1225000,91.2834
731,1227000,57.5647
732,1228000,64.1381
733,1229000,55.6979
735,1230000,96.0154
737,1231000,97.1347
738,1232000,90.4351
739,1234000,-318.7204
740,1235000,69.1468
742,1237000,77.3287
743,1238000,96.5225
744,1240000,-127.4512
745,1242000,45.9158
746,1243000,61.6806
747,1244000,96.1278
748,1246000,-112.2267
749,1248000,49.1892
750,1250000,62.8664
751,1252000,52.7432
752,1253000,42.0131
754,1254000,93.2455
755,1257000,-78.9786
756,1258000,85.4153
757,1259000,61.8005
