episode,timestep,reward
419,861000,-1096.5783
420,862000,25.7343
421,864000,-279.7414
422,866000,-381.3012
423,868000,-403.2457
424,870000,-432.039
426,873000,-820.7421
427,874000,80.56
428,876000,-1268.34
429,879000,-403.6495
430,881000,-1656.2311
431,884000,-534.4853
432,886000,29.6134
433,887000,-136.0195
434,889000,-1131.1849
435,892000,-445.049
436,894000,-742.5517
437,896000,-30.6043
438,898000,-419.8709
439,901000,-1917.903
440,902000,-26.0492
441,905000,-244.976
442,907000,-380.6344
443,910000,-809.8193
444,911000,-324.523
445,914000,-591.4946
446,916000,-271.1925
447,918000,-421.8692
448,921000,-1092.571
449,923000,-406.5973
450,925000,-794.2132
451,928000,-614.8359
452,930000,-659.6074
453,933000,-637.7065
454,935000,-871.9065
455,938000,-1007.2936
456,940000,-407.5158
457,942000,-341.063
458,944000,-251.3583
459,946000,-453.7122
460,949000,-596.364
461,951000,-486.1741
462,953000,-383.8611
463,956000,-462.0932
464,958000,-1821.6725
465,959000,76.6283
466,960000,48.2118
467,961000,-114.232
468,964000,-1029.5469
469,966000,-487.5222
470,967000,21.5467
471,969000,-106.2996
472,971000,-1160.9184
473,972000,-60.5331
474,974000,-180.6052
475,976000,-256.2298
476,978000,-141.5438
477,979000,-195.3353
478,981000,-18.2958
479,982000,-153.8022
480,985000,-496.2567
481,986000,-203.6762
482,988000,-117.5855
483,990000,-146.3778
484,992000,-446.5492
485,995000,-296.3346
486,996000,-205.754
487,998000,-345.7162
488,1000000,-345.4716
489,1003000,-402.3328
490,1005000,-701.8479
491,1007000,-518.8163
492,1010000,-553.7938
493,1012000,-483.4259
494,1014000,-197.3203
495,1016000,-194.3068
496,1018000,-293.0809
497,1020000,-508.6251
498,1022000,-195.0187
499,1024000,-133.5474
500,1026000,-186.1074
501,1028000,-101.7243
502,1030000,-272.61
503,1032000,-438.9932
504,1034000,-251.0391
505,1036000,-341.0019
506,1038000,-102.1213
507,1040000,-202.465
508,1041000,-292.2178
509,1043000,-229.6532
510,1045000,-64.184
511,1046000,-233.8186
512,1049000,-655.5507
513,1050000,19.1876
514,1052000,-191.8999
515,1054000,-269.6195
516,1055000,-16.3734
517,1057000,-166.4537
518,1058000,-196.2796
519,1060000,-281.4866
520,1061000,23.1558
521,1063000,-225.7652
522,1065000,-226.5563
523,1067000,-329.8699
524,1069000,-269.64
525,1071000,-48.0115
526,1072000,6.8148
527,1073000,55.009
528,1075000,-160.6894
529,1076000,49.6585
531,1077000,58.6608
532,1078000,63.3008
533,1080000,-176.639
534,1081000,-173.0147
535,1082000,48.6289
536,1084000,-230.1925
537,1085000,45.1654
538,1086000,48.5882
539,1087000,63.8282
540,1089000,-324.6029
541,1090000,36.0251
542,1091000,53.4756
544,1092000,57.765
545,1093000,59.5718
546,1095000,-257.1438
547,1096000,52.2207
548,1098000,-250.5265
549,1099000,-176.3087
550,1101000,-148.353
551,1102000,63.4468
552,1103000,-228.5219
553,1104000,62.1645
554,1106000,-209.7015
555,1107000,36.7923
556,1108000,-147.042
557,1110000,-210.7879
558,1111000,47.2348
559,1112000,57.0608
560,1113000,-140.215
561,1115000,-181.2885
562,1116000,57.9876
563,1117000,-196.9786
564,1118000,43.4944
565,1119000,57.4459
566,1120000,47.9935
567,1121000,31.8286
569,1123000,-55.6143
570,1125000,-205.7532
572,1127000,-80.7663
573,1129000,-131.7909
574,1130000,53.0754
575,1131000,37.8534
576,1132000,64.9993
577,1133000,-222.1308
578,1135000,-180.8769
579,1136000,54.1241
580,1137000,-210.4938
581,1138000,59.1413
582,1139000,57.1444
583,1140000,-222.4906
584,1141000,49.2871
585,1143000,-116.275
587,1144000,54.4065
588,1146000,-152.5025
589,1147000,53.13
590,1148000,-126.1953
591,1150000,-170.9184
592,1151000,-155.5202
593,1153000,-156.232
594,1154000,-181.8466
595,1156000,-196.7383
596,1157000,49.7907
597,1159000,-284.6308
598,1160000,56.625
599,1161000,-230.4464
600,1163000,-191.7734
601,1164000,-191.5824
602,1165000,56.2411
603,1166000,55.4795
605,1168000,-37.6027
606,1169000,62.8327
608,1170000,78.3565
609,1172000,37.9125
610,1173000,-270.7728
611,1176000,-559.9702
613,1177000,72.6841
614,1179000,-165.4705
616,1180000,70.0408
617,1181000,80.2201
618,1183000,-468.1603
619,1184000,-137.8089
620,1185000,60.4816
621,1187000,-180.526
622,1188000,48.6845
623,1189000,-169.1745
624,1190000,65.2429
625,1191000,-209.7635
626,1193000,-115.3382
627,1194000,-133.1568
628,1196000,-182.4365
629,1197000,65.6055
630,1198000,-214.45
631,1200000,-178.4852
632,1201000,-167.8916
633,1202000,62.9369
634,1204000,-293.8394
635,1205000,64.6959
636,1206000,63.1604
637,1208000,-228.6946
638,1209000,-153.3191
639,1210000,49.8587
640,1211000,72.1182
641,1213000,-541.0515
642,1214000,63.3597
643,1216000,-287.2926
644,1218000,-172.7802
645,1219000,-185.8252
646,1220000,-108.5556
647,1221000,48.5244
648,1222000,72.5668
649,1223000,42.3043
650,1226000,-1357.7297
651,1227000,-160.5278
653,1229000,-43.4368
654,1231000,-142.5558
655,1232000,-202.1797
656,1234000,-101.8912
658,1235000,57.4649
659,1238000,-337.0603
660,1239000,-157.2953
661,1240000,-120.7417
662,1241000,61.1779
663,1243000,-317.054
664,1245000,-148.7393
665,1246000,65.2998
666,1248000,-201.6487
667,1249000,-186.0917
669,1251000,-36.9477
670,1252000,81.8262
671,1254000,-706.0176
672,1256000,-227.2779
673,1257000,-131.1846
674,1258000,69.7419
675,1260000,-258.0315
676,1262000,-169.2997
677,1263000,-141.178
678,1265000,-209.278
679,1266000,-202.6683
680,1267000,57.4303
681,1269000,-219.6192
683,1270000,76.0896
684,1271000,65.3875
685,1272000,45.8496
686,1274000,-1226.267
688,1275000,77.872
689,1278000,-337.7558
690,1279000,-193.9816
691,1281000,-144.6439
692,1282000,43.7488
693,1283000,-112.0425
694,1284000,77.1463
696,1286000,-61.077
697,1288000,-106.0926
698,1289000,-93.4294
699,1290000,-143.0293
700,1292000,-126.5089
701,1293000,-41.8782
702,1294000,83.7688
703,1296000,-610.8725
704,1297000,73.1768
705,1299000,-147.2647
706,1300000,-127.3162
707,1301000,-132.3582
708,1303000,-122.8581
709,1304000,-146.5427
710,1305000,-90.6718
711,1306000,39.6333
712,1308000,16.8641
714,1311000,-547.6143
715,1312000,82.5165
716,1313000,24.3456
717,1316000,-769.4986
718,1317000,-142.636
719,1318000,-79.6819
720,1319000,-71.2587
721,1320000,59.89
722,1322000,-6.0929
724,1325000,-470.623
725,1327000,-138.7571
726,1328000,-66.3876
727,1329000,24.3494
728,1330000,-71.4852
729,1332000,-110.6587
730,1333000,46.8549
731,1334000,-72.2696
732,1335000,-85.948
733,1336000,-74.6251
734,1337000,65.2703
735,1338000,81.588
736,1339000,49.9537
737,1340000,-51.3585
738,1343000,-776.786
739,1345000,-406.2727
740,1346000,68.7901
742,1347000,6.512
743,1348000,79.3856
744,1350000,-484.7717
745,1352000,-119.2901
746,1353000,-110.6608
747,1354000,38.0423
748,1355000,-114.2543
749,1357000,-75.1719
750,1358000,-65.43
751,1359000,-85.8288
752,1360000,-87.5912
753,1361000,17.4537
754,1364000,-8.8194
755,1366000,-889.3857
756,1367000,52.312
757,1368000,-103.6914
758,1369000,-42.2918
759,1371000,-21.0164
760,1372000,79.5221
761,1374000,-550.3965
762,1376000,-184.0252
764,1378000,14.6468
765,1380000,-41.0314
766,1383000,-980.9203
767,1385000,-1101.9106
768,1388000,-1038.6158
769,1390000,-1144.2628
770,1393000,-434.6723
771,1395000,-3.5006
772,1396000,-85.5821
773,1397000,-79.1077
774,1399000,-18.4236
775,1400000,-111.5806
776,1401000,-68.6845
777,1402000,-69.8186
778,1404000,-3.2116
779,1406000,-158.5955
780,1409000,-1008.7233
781,1411000,-1019.5868
782,1414000,-1123.861
783,1416000,-482.6638
784,1418000,-68.2799
785,1419000,81.6752
786,1421000,-276.8085
787,1422000,31.9576
788,1423000,-91.1474
789,1425000,20.9227
790,1426000,-149.9015
791,1428000,8.799
792,1430000,-187.9717
793,1433000,-762.272
794,1434000,-107.1177
795,1436000,-83.9909
796,1437000,58.7146
797,1438000,-119.5166
798,1439000,55.3553
800,1440000,75.5093
801,1443000,-790.403
802,1444000,-24.2886
803,1447000,-180.8635
804,1449000,-1028.3213
805,1452000,-1105.2881
806,1454000,-444.3637
807,1455000,-65.4312
808,1457000,-56.9482
809,1459000,-80.9577
810,1460000,40.3586
811,1461000,-127.7957
812,1462000,70.4196
813,1463000,-150.3935
814,1464000,-78.536
815,1466000,-24.2548
816,1467000,-125.1538
817,1468000,43.4282
818,1471000,-161.0756
819,1473000,-906.396
820,1474000,-69.9189
821,1476000,-62.1149
822,1477000,68.8888
823,1479000,-161.5001
824,1480000,50.8878
825,1481000,-145.3452
826,1482000,13.1367
828,1484000,-32.6835
829,1487000,-165.8027
830,1489000,-719.7556
831,1491000,29.835
832,1492000,-136.399
833,1493000,-56.5556
834,1494000,5.2874
835,1496000,-104.849
836,1497000,26.0918
837,1500000,-174.3854
838,1502000,-920.7262
839,1505000,-503.3235
840,1506000,26.3549
841,1508000,-230.2982
842,1511000,-1006.4747
843,1513000,-1041.8618
844,1516000,-421.9739
845,1517000,-61.6221
846,1518000,-10.4349
847,1520000,-90.0535
848,1521000,-42.5077
849,1522000,-24.6827
850,1525000,-220.2731
851,1527000,-822.1851
852,1529000,-81.1706
853,1530000,-46.0945
854,1531000,-31.7406
855,1532000,82.0337
856,1534000,-529.7995
857,1536000,-14.4254
858,1538000,-46.4985
859,1541000,-905.7559
860,1542000,50.359
861,1543000,-101.6758
862,1545000,-2.9342
863,1547000,-221.263
864,1550000,-710.2815
865,1551000,-90.6065
867,1553000,-0.547
868,1554000,72.9136
869,1556000,-800.0086
870,1558000,-144.7857
871,1559000,-90.0509
872,1560000,-102.1201
873,1561000,-68.9385
874,1563000,-125.1317
875,1564000,-136.7118
876,1566000,-97.2184
877,1567000,58.072
878,1569000,-181.7131
879,1571000,-149.3456
880,1572000,-93.6461
881,1573000,-122.2893
882,1575000,-60.9727
883,1576000,-69.5946
884,1578000,-22.2652
885,1579000,76.8207
886,1581000,-489.9991
887,1582000,21.1658
888,1583000,82.8758
889,1585000,-738.2955
890,1587000,0.6401
891,1588000,-99.5494
892,1589000,-78.4183
893,1590000,-103.3948
894,1592000,-70.3545
895,1594000,-93.4486
896,1595000,-67.5071
897,1596000,22.4401
898,1599000,-52.9079
899,1601000,-856.7745
900,1604000,-1027.5643
901,1606000,-385.0792
902,1607000,-92.2445
903,1609000,-52.2165
904,1610000,-62.108
905,1611000,-63.9466
906,1613000,-94.4232
907,1614000,51.9906
908,1615000,-119.5158
909,1616000,-58.1497
910,1617000,-63.8356
911,1618000,-88.4196
912,1621000,-112.2167
914,1622000,65.6074
915,1624000,7.0262
916,1626000,-741.4085
917,1627000,-106.6603
918,1629000,-54.9541
919,1630000,-76.734
920,1631000,-55.1403
921,1632000,-75.0812
922,1634000,-94.6399
923,1635000,-35.8525
924,1637000,11.1171
925,1639000,-178.935
926,1642000,-975.2754
927,1644000,-508.3272
928,1645000,11.9016
929,1646000,70.8437
930,1649000,-178.5988
931,1651000,-1014.8422
932,1654000,-476.6084
933,1655000,-9.2451
934,1656000,-77.637
935,1658000,15.8464
936,1659000,-108.7177
937,1660000,30.5756
938,1661000,-149.1984
939,1662000,-84.9352
940,1664000,-50.6594
941,1666000,-86.2046
942,1667000,-46.116
944,1669000,6.2283
945,1672000,-597.0938
946,1673000,29.0737
947,1674000,-75.8943
948,1675000,34.6637
949,1678000,-21.5983
950,1680000,-830.5509
951,1681000,46.9388
952,1682000,-89.4138
953,1683000,62.1377
954,1684000,78.8008
955,1686000,-599.8134
956,1687000,-194.9497
957,1689000,-81.9901
958,1691000,-77.6692
959,1692000,-64.1831
960,1694000,-66.9994
961,1695000,65.6515
962,1697000,-533.3471
963,1698000,-148.7242
964,1701000,-103.8682
965,1702000,-73.3229
966,1703000,-60.5586
967,1705000,-67.8046
968,1706000,-69.8294
969,1707000,49.0224
970,1710000,-259.7636
971,1711000,-20.4237
972,1712000,-127.5094
973,1713000,58.5745
974,1714000,76.787
975,1716000,-804.6123
976,1718000,-60.1546
977,1720000,-114.5442
978,1721000,38.311
979,1723000,-152.7646
980,1726000,-745.9384
981,1727000,-88.4584
982,1728000,-61.9058
983,1729000,-72.3789
984,1730000,-72.2518
985,1731000,-60.4922
986,1732000,-69.0185
987,1735000,-124.7312
988,1736000,-29.746
989,1737000,-53.0168
990,1739000,-32.7632
991,1741000,-92.6922
992,1744000,-861.4821
993,1746000,-979.0659
994,1749000,-1124.1353
995,1751000,-1103.4742
996,1754000,-1244.593
997,1756000,-1247.4924
998,1759000,-1167.9558
999,1761000,-387.9894
1000,1763000,0.2889
1001,1764000,-207.3936
1002,1766000,-69.2024
1003,1768000,-102.4435
1004,1769000,-53.9794
1005,1770000,-42.5045
1006,1772000,-35.6236
1007,1773000,-74.4182
1008,1775000,-47.5635
1009,1776000,69.3559
1010,1778000,-517.6834
1011,1781000,-301.3436
1013,1783000,0.0012
1014,1786000,-483.6292
1015,1788000,-314.3274
1017,1791000,-10.8848
1018,1792000,72.4338
1019,1794000,-714.4917
1020,1796000,-118.1493
1021,1797000,-71.2031
1022,1799000,-251.3838
1023,1800000,-44.9601
1024,1802000,-60.5248
1025,1803000,71.389
1026,1804000,69.3367
1027,1806000,-871.9923
1029,1808000,12.1018
1030,1811000,-695.4891
1031,1813000,-102.1899
1032,1814000,-83.0777
1033,1816000,-76.4302
1034,1818000,-95.8971
1035,1820000,-122.6269
1036,1821000,51.8799
1037,1823000,-505.0517
1038,1826000,-305.2827
1039,1827000,-29.5871
1040,1829000,-93.6094
1041,1830000,56.6266
1042,1833000,-322.4045
1043,1834000,-150.4407
1044,1836000,-149.3429
1046,1838000,21.8245
1047,1841000,-707.3915
1048,1842000,15.2369
1049,1845000,-472.1736
1050,1846000,-208.2708
1051,1847000,-117.8742
1052,1849000,-108.5747
1053,1851000,-149.6977
1054,1853000,-85.1386
1055,1854000,65.0276
1056,1856000,-151.4219
1057,1859000,-740.1327
1058,1860000,-97.4208
1059,1861000,-37.7263
1060,1863000,-56.8179
1061,1865000,-108.2453
1062,1866000,-84.8249
1063,1868000,-90.548
1064,1869000,37.2034
1065,1871000,-436.3486
1066,1873000,-151.9768
1067,1874000,-111.0034
1068,1876000,-111.4339
1069,1877000,-63.7584
1070,1879000,-55.0362
1071,1881000,-100.4319
1072,1882000,-52.1424
1073,1883000,-52.5363
1074,1885000,-98.288
1075,1886000,14.5566
1076,1889000,-185.7768
1077,1891000,-815.7712
1078,1893000,-72.2385
1079,1895000,-136.1793
1080,1896000,-31.6921
1081,1898000,-138.2919
1082,1899000,-16.2815
1083,1901000,-169.553
1084,1902000,-87.2248
1085,1904000,-118.8156
1086,1905000,-47.158
1087,1906000,-68.1956
1088,1907000,-69.2166
1089,1908000,-47.2283
1090,1910000,-85.2231
1091,1911000,-74.9037
1092,1912000,-4.3198
1093,1913000,-131.3717
1094,1915000,-95.4227
1095,1916000,6.4514
1096,1919000,-520.2117
1097,1920000,-180.5031
1098,1921000,-152.1321
1099,1923000,-90.8212
1100,1924000,76.2792
1101,1926000,-8.7205
1103,1929000,-426.314
1104,1930000,81.0404
1105,1932000,-564.545
1106,1934000,-191.6409
1107,1935000,-93.2509
1109,1937000,9.6031
1110,1940000,-873.4365
1112,1941000,61.0499
1113,1944000,-779.6932
1114,1945000,11.9069
1115,1946000,78.7316
1116,1948000,-847.4681
1117,1949000,-20.2451
1118,1950000,69.1639
1119,1952000,11.6069
1120,1954000,-821.4887
1121,1957000,-1083.735
1122,1959000,-427.3806
1123,1960000,-92.8091
1124,1961000,-57.0009
1125,1962000,-59.8592
1126,1964000,-66.3506
1127,1965000,-80.2176
1128,1966000,-49.4089
1129,1968000,-16.3787
1130,1971000,-169.5798
1131,1973000,-768.8408
1132,1974000,-85.0144
1133,1975000,-69.5424
1134,1977000,-39.5477
1135,1978000,-75.4893
1136,1979000,45.1087
1137,1982000,-276.1794
1138,1983000,32.8657
1139,1984000,44.9978
1140,1985000,7.351
1141,1988000,-1007.8842
1142,1989000,55.8122
1143,1990000,-71.1228
1144,1991000,-63.5345
1145,1992000,-49.9882
1146,1993000,-46.2586
1147,1994000,-83.3918
1148,1995000,-91.8315
1149,1997000,-103.3387
1150,1998000,-53.0363
1151,1999000,-82.6739
1152,2000000,38.9711
1153,2002000,-725.3159
1154,2004000,-201.7163
1155,2005000,33.1293
1156,2007000,12.8791
